Station Name;Channel Name;Channel Nr;Date Time;Value;Status
WLT-05;Vlaga 13;127;11.8.2017 1:00;44,1;0
WLT-05;Vlaga 14;128;11.8.2017 1:00;45,9;0
WLT-05;Vlaga 15;129;11.8.2017 1:00;47,6;0
WLT-06;Vlaga 16;127;11.8.2017 1:00;49,2;0
WLT-06;Vlaga 17;128;11.8.2017 1:00;45,8;0
WLT-06;Vlaga 18;129;11.8.2017 1:00;46;0
WLT-01;Vlaga 01;127;11.8.2017 2:00;46,8;0
WLT-01;Vlaga 02;128;11.8.2017 2:00;49,5;0
WLT-01;Vlaga 03;129;11.8.2017 2:00;49,2;0
WLT-02;Vlaga 04;127;11.8.2017 2:00;42;0
WLT-02;Vlaga 05;128;11.8.2017 2:00;46,3;0
WLT-02;Vlaga 06;129;11.8.2017 2:00;45,9;0
WLT-03;Vlaga 07;127;11.8.2017 2:00;45,3;0
WLT-03;Vlaga 08;128;11.8.2017 2:00;41,6;0
WLT-03;Vlaga 09;129;11.8.2017 2:00;43,8;0
WLT-04;Vlaga 10;127;11.8.2017 2:00;34,3;0
WLT-04;Vlaga 11;128;11.8.2017 2:00;44,4;0
WLT-04;Vlaga 12;129;11.8.2017 2:00;41,8;0
WLT-05;Vlaga 13;127;11.8.2017 2:00;43,9;0
WLT-05;Vlaga 14;128;11.8.2017 2:00;41,8;0
WLT-05;Vlaga 15;129;11.8.2017 2:00;47,5;0
WLT-06;Vlaga 16;127;11.8.2017 2:00;49,2;0
WLT-06;Vlaga 17;128;11.8.2017 2:00;42,5;0
WLT-06;Vlaga 18;129;11.8.2017 2:00;45,9;0
WLT-01;Vlaga 01;127;11.8.2017 3:00;49,2;0
WLT-01;Vlaga 02;128;11.8.2017 3:00;49,1;0
WLT-01;Vlaga 03;129;11.8.2017 3:00;49,1;0
WLT-02;Vlaga 04;127;11.8.2017 3:00;42,1;0
WLT-02;Vlaga 05;128;11.8.2017 3:00;46,2;0
WLT-02;Vlaga 06;129;11.8.2017 3:00;45,9;0
WLT-03;Vlaga 07;127;11.8.2017 3:00;45,3;0
WLT-03;Vlaga 08;128;11.8.2017 3:00;44,7;0
WLT-03;Vlaga 09;129;11.8.2017 3:00;43,7;0
WLT-04;Vlaga 10;127;11.8.2017 3:00;34,2;0
WLT-04;Vlaga 11;128;11.8.2017 3:00;44,4;0
WLT-04;Vlaga 12;129;11.8.2017 3:00;41,8;0
WLT-05;Vlaga 13;127;11.8.2017 3:00;43,2;0
WLT-05;Vlaga 14;128;11.8.2017 3:00;41,8;0
WLT-05;Vlaga 15;129;11.8.2017 3:00;47,4;0
WLT-06;Vlaga 16;127;11.8.2017 3:00;49,1;0
WLT-06;Vlaga 17;128;11.8.2017 3:00;42,4;0
WLT-06;Vlaga 18;129;11.8.2017 3:00;46;0
WLT-01;Vlaga 01;127;11.8.2017 4:00;49,1;0
WLT-01;Vlaga 03;129;11.8.2017 4:00;47,7;0
WLT-02;Vlaga 04;127;11.8.2017 4:00;42;0
WLT-02;Vlaga 05;128;11.8.2017 4:00;46,2;0
WLT-02;Vlaga 06;129;11.8.2017 4:00;45,8;0
WLT-03;Vlaga 07;127;11.8.2017 4:00;45,2;0
WLT-03;Vlaga 08;128;11.8.2017 4:00;44,7;0
WLT-03;Vlaga 09;129;11.8.2017 4:00;43,7;0
WLT-04;Vlaga 10;127;11.8.2017 4:00;34,2;0
WLT-04;Vlaga 11;128;11.8.2017 4:00;44,3;0
WLT-04;Vlaga 12;129;11.8.2017 4:00;41,7;0
WLT-05;Vlaga 13;127;11.8.2017 4:00;46,3;0
WLT-05;Vlaga 14;128;11.8.2017 4:00;41,6;0
WLT-05;Vlaga 15;129;11.8.2017 4:00;43,7;0
WLT-06;Vlaga 16;127;11.8.2017 4:00;49,1;0
WLT-06;Vlaga 17;128;11.8.2017 4:00;42,4;0
WLT-06;Vlaga 18;129;11.8.2017 4:00;46;0
WLT-01;Vlaga 01;127;11.8.2017 5:00;49;0
WLT-01;Vlaga 02;128;11.8.2017 5:00;44,8;0
WLT-01;Vlaga 03;129;11.8.2017 5:00;47,5;0
WLT-02;Vlaga 04;127;11.8.2017 5:00;41,6;0
WLT-02;Vlaga 05;128;11.8.2017 5:00;46,2;0
WLT-02;Vlaga 06;129;11.8.2017 5:00;45,8;0
WLT-03;Vlaga 07;127;11.8.2017 5:00;45,2;0
WLT-03;Vlaga 08;128;11.8.2017 5:00;44,7;0
WLT-03;Vlaga 09;129;11.8.2017 5:00;43,6;0
WLT-04;Vlaga 10;127;11.8.2017 5:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 5:00;44,3;0
WLT-04;Vlaga 12;129;11.8.2017 5:00;41,6;0
WLT-05;Vlaga 13;127;11.8.2017 5:00;46,2;0
WLT-05;Vlaga 14;128;11.8.2017 5:00;41,6;0
WLT-05;Vlaga 15;129;11.8.2017 5:00;43,3;0
WLT-06;Vlaga 16;127;11.8.2017 5:00;49;0
WLT-06;Vlaga 17;128;11.8.2017 5:00;42,3;0
WLT-06;Vlaga 18;129;11.8.2017 5:00;46;0
WLT-01;Vlaga 01;127;11.8.2017 6:00;49;0
WLT-01;Vlaga 02;128;11.8.2017 6:00;47,9;0
WLT-01;Vlaga 03;129;11.8.2017 6:00;47,5;0
WLT-02;Vlaga 04;127;11.8.2017 6:00;44,7;0
WLT-02;Vlaga 05;128;11.8.2017 6:00;46,2;0
WLT-02;Vlaga 06;129;11.8.2017 6:00;45,9;0
WLT-03;Vlaga 07;127;11.8.2017 6:00;45,2;0
WLT-03;Vlaga 08;128;11.8.2017 6:00;44,7;0
WLT-03;Vlaga 09;129;11.8.2017 6:00;46,2;0
WLT-04;Vlaga 10;127;11.8.2017 6:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 6:00;44,3;0
WLT-04;Vlaga 12;129;11.8.2017 6:00;44,7;0
WLT-05;Vlaga 13;127;11.8.2017 6:00;46,2;0
WLT-05;Vlaga 14;128;11.8.2017 6:00;41,7;0
WLT-05;Vlaga 15;129;11.8.2017 6:00;43,3;0
WLT-06;Vlaga 16;127;11.8.2017 6:00;49;0
WLT-06;Vlaga 17;128;11.8.2017 6:00;42,3;0
WLT-06;Vlaga 18;129;11.8.2017 6:00;46;0
WLT-01;Vlaga 01;127;11.8.2017 7:00;45,7;0
WLT-01;Vlaga 02;128;11.8.2017 7:00;44,8;0
WLT-01;Vlaga 03;129;11.8.2017 7:00;47,4;0
WLT-02;Vlaga 04;127;11.8.2017 7:00;41,6;0
WLT-02;Vlaga 05;128;11.8.2017 7:00;46,1;0
WLT-02;Vlaga 06;129;11.8.2017 7:00;45,8;0
WLT-03;Vlaga 07;127;11.8.2017 7:00;45,2;0
WLT-03;Vlaga 08;128;11.8.2017 7:00;44,6;0
WLT-03;Vlaga 09;129;11.8.2017 7:00;46,1;0
WLT-04;Vlaga 10;127;11.8.2017 7:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 7:00;44,3;0
WLT-04;Vlaga 12;129;11.8.2017 7:00;44,6;0
WLT-05;Vlaga 13;127;11.8.2017 7:00;46,1;0
WLT-05;Vlaga 14;128;11.8.2017 7:00;41,6;0
WLT-05;Vlaga 15;129;11.8.2017 7:00;43,2;0
WLT-06;Vlaga 16;127;11.8.2017 7:00;49;0
WLT-06;Vlaga 17;128;11.8.2017 7:00;42;0
WLT-06;Vlaga 18;129;11.8.2017 7:00;46;0
WLT-01;Vlaga 01;127;11.8.2017 8:00;45,6;0
WLT-01;Vlaga 02;128;11.8.2017 8:00;47,9;0
WLT-01;Vlaga 03;129;11.8.2017 8:00;44,1;0
WLT-02;Vlaga 04;127;11.8.2017 8:00;41,6;0
WLT-02;Vlaga 05;128;11.8.2017 8:00;46,1;0
WLT-02;Vlaga 06;129;11.8.2017 8:00;45,8;0
WLT-03;Vlaga 07;127;11.8.2017 8:00;45,1;0
WLT-03;Vlaga 08;128;11.8.2017 8:00;44,6;0
WLT-03;Vlaga 09;129;11.8.2017 8:00;46,1;0
WLT-04;Vlaga 10;127;11.8.2017 8:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 8:00;44,3;0
WLT-04;Vlaga 12;129;11.8.2017 8:00;44,4;0
WLT-05;Vlaga 13;127;11.8.2017 8:00;46,1;0
WLT-05;Vlaga 14;128;11.8.2017 8:00;41,6;0
WLT-05;Vlaga 15;129;11.8.2017 8:00;43,2;0
WLT-06;Vlaga 16;127;11.8.2017 8:00;49;0
WLT-06;Vlaga 17;128;11.8.2017 8:00;41,9;0
WLT-06;Vlaga 18;129;11.8.2017 8:00;46;0
WLT-01;Vlaga 01;127;11.8.2017 9:00;45,5;0
WLT-01;Vlaga 02;128;11.8.2017 9:00;47,9;0
WLT-01;Vlaga 03;129;11.8.2017 9:00;44;0
WLT-02;Vlaga 04;127;11.8.2017 9:00;41,6;0
WLT-02;Vlaga 05;128;11.8.2017 9:00;46;0
WLT-02;Vlaga 06;129;11.8.2017 9:00;45,8;0
WLT-03;Vlaga 07;127;11.8.2017 9:00;45,1;0
WLT-03;Vlaga 08;128;11.8.2017 9:00;44,6;0
WLT-03;Vlaga 09;129;11.8.2017 9:00;46;0
WLT-04;Vlaga 10;127;11.8.2017 9:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 9:00;44,2;0
WLT-04;Vlaga 12;129;11.8.2017 9:00;44,4;0
WLT-05;Vlaga 13;127;11.8.2017 9:00;46,1;0
WLT-05;Vlaga 14;128;11.8.2017 9:00;41,6;0
WLT-05;Vlaga 15;129;11.8.2017 9:00;46,3;0
WLT-06;Vlaga 16;127;11.8.2017 9:00;49;0
WLT-06;Vlaga 17;128;11.8.2017 9:00;41,8;0
WLT-06;Vlaga 18;129;11.8.2017 9:00;46,1;0
WLT-01;Vlaga 01;127;11.8.2017 10:00;45,4;0
WLT-01;Vlaga 02;128;11.8.2017 10:00;44,8;0
WLT-01;Vlaga 03;129;11.8.2017 10:00;44,1;0
WLT-02;Vlaga 04;127;11.8.2017 10:00;42,2;0
WLT-02;Vlaga 05;128;11.8.2017 10:00;41,9;0
WLT-02;Vlaga 06;129;11.8.2017 10:00;42,5;0
WLT-03;Vlaga 07;127;11.8.2017 10:00;45,1;0
WLT-03;Vlaga 08;128;11.8.2017 10:00;44,6;0
WLT-03;Vlaga 09;129;11.8.2017 10:00;45,9;0
WLT-04;Vlaga 10;127;11.8.2017 10:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 10:00;44,2;0
WLT-04;Vlaga 12;129;11.8.2017 10:00;44,3;0
WLT-05;Vlaga 13;127;11.8.2017 10:00;46,1;0
WLT-05;Vlaga 14;128;11.8.2017 10:00;44,6;0
WLT-05;Vlaga 15;129;11.8.2017 10:00;46,1;0
WLT-06;Vlaga 16;127;11.8.2017 10:00;45,6;0
WLT-06;Vlaga 17;128;11.8.2017 10:00;41,9;0
WLT-06;Vlaga 18;129;11.8.2017 10:00;46,2;0
WLT-01;Vlaga 01;127;11.8.2017 11:00;45,5;0
WLT-01;Vlaga 02;128;11.8.2017 11:00;47,9;0
WLT-01;Vlaga 03;129;11.8.2017 11:00;47,5;0
WLT-02;Vlaga 04;127;11.8.2017 11:00;42,2;0
WLT-02;Vlaga 05;128;11.8.2017 11:00;41,7;0
WLT-02;Vlaga 06;129;11.8.2017 11:00;42,4;0
WLT-03;Vlaga 07;127;11.8.2017 11:00;45,1;0
WLT-03;Vlaga 08;128;11.8.2017 11:00;44,6;0
WLT-03;Vlaga 09;129;11.8.2017 11:00;45,8;0
WLT-04;Vlaga 10;127;11.8.2017 11:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 11:00;44,3;0
WLT-04;Vlaga 12;129;11.8.2017 11:00;44,2;0
WLT-05;Vlaga 13;127;11.8.2017 11:00;46,1;0
WLT-05;Vlaga 14;128;11.8.2017 11:00;44,4;0
WLT-05;Vlaga 15;129;11.8.2017 11:00;46;0
WLT-06;Vlaga 16;127;11.8.2017 11:00;45,4;0
WLT-06;Vlaga 17;128;11.8.2017 11:00;41,8;0
WLT-06;Vlaga 18;129;11.8.2017 11:00;46,2;0
WLT-01;Vlaga 01;127;11.8.2017 12:00;45,4;0
WLT-01;Vlaga 02;128;11.8.2017 12:00;47,7;0
WLT-01;Vlaga 03;129;11.8.2017 12:00;47,5;0
WLT-02;Vlaga 04;127;11.8.2017 12:00;42,2;0
WLT-02;Vlaga 05;128;11.8.2017 12:00;44,7;0
WLT-02;Vlaga 06;129;11.8.2017 12:00;42,4;0
WLT-03;Vlaga 07;127;11.8.2017 12:00;45,2;0
WLT-03;Vlaga 08;128;11.8.2017 12:00;44,6;0
WLT-03;Vlaga 09;129;11.8.2017 12:00;42,5;0
WLT-04;Vlaga 10;127;11.8.2017 12:00;34,3;0
WLT-04;Vlaga 11;128;11.8.2017 12:00;44,2;0
WLT-04;Vlaga 12;129;11.8.2017 12:00;44,2;0
WLT-05;Vlaga 13;127;11.8.2017 12:00;46;0
WLT-05;Vlaga 14;128;11.8.2017 12:00;44,4;0
WLT-05;Vlaga 15;129;11.8.2017 12:00;45,9;0
WLT-06;Vlaga 16;127;11.8.2017 12:00;45,1;0
WLT-06;Vlaga 17;128;11.8.2017 12:00;41,7;0
WLT-06;Vlaga 18;129;11.8.2017 12:00;46,3;0
WLT-01;Vlaga 01;127;11.8.2017 13:00;45,2;0
WLT-01;Vlaga 02;128;11.8.2017 13:00;47,5;0
WLT-01;Vlaga 03;129;11.8.2017 13:00;47,4;0
WLT-02;Vlaga 04;127;11.8.2017 13:00;42,2;0
WLT-02;Vlaga 05;128;11.8.2017 13:00;44,3;0
WLT-02;Vlaga 06;129;11.8.2017 13:00;42,3;0
WLT-03;Vlaga 07;127;11.8.2017 13:00;45,2;0
WLT-03;Vlaga 08;128;11.8.2017 13:00;44,5;0
WLT-03;Vlaga 09;129;11.8.2017 13:00;42,2;0
WLT-04;Vlaga 10;127;11.8.2017 13:00;34,3;0
WLT-04;Vlaga 11;128;11.8.2017 13:00;40,5;0
WLT-04;Vlaga 12;129;11.8.2017 13:00;40,9;0
WLT-05;Vlaga 13;127;11.8.2017 13:00;45,9;0
WLT-05;Vlaga 14;128;11.8.2017 13:00;44,4;0
WLT-05;Vlaga 15;129;11.8.2017 13:00;45,8;0
WLT-06;Vlaga 16;127;11.8.2017 13:00;47,8;0
WLT-06;Vlaga 17;128;11.8.2017 13:00;41,7;0
WLT-06;Vlaga 18;129;11.8.2017 13:00;46,3;0
WLT-01;Vlaga 01;127;11.8.2017 14:00;45,2;0
WLT-01;Vlaga 02;128;11.8.2017 14:00;47,4;0
WLT-01;Vlaga 03;129;11.8.2017 14:00;44,1;0
WLT-02;Vlaga 04;127;11.8.2017 14:00;42;0
WLT-02;Vlaga 05;128;11.8.2017 14:00;40,9;0
WLT-02;Vlaga 06;129;11.8.2017 14:00;42,2;0
WLT-03;Vlaga 07;127;11.8.2017 14:00;45,1;0
WLT-03;Vlaga 08;128;11.8.2017 14:00;44,3;0
WLT-03;Vlaga 09;129;11.8.2017 14:00;42;0
WLT-04;Vlaga 10;127;11.8.2017 14:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 14:00;40,4;0
WLT-04;Vlaga 12;129;11.8.2017 14:00;40,8;0
WLT-05;Vlaga 13;127;11.8.2017 14:00;42,4;0
WLT-05;Vlaga 14;128;11.8.2017 14:00;44,3;0
WLT-05;Vlaga 15;129;11.8.2017 14:00;45,8;0
WLT-06;Vlaga 16;127;11.8.2017 14:00;47,8;0
WLT-06;Vlaga 17;128;11.8.2017 14:00;41,6;0
WLT-06;Vlaga 18;129;11.8.2017 14:00;46,3;0
WLT-01;Vlaga 01;127;11.8.2017 15:00;45;0
WLT-01;Vlaga 02;128;11.8.2017 15:00;43,2;0
WLT-01;Vlaga 03;129;11.8.2017 15:00;43,9;0
WLT-02;Vlaga 04;127;11.8.2017 15:00;41,9;0
WLT-02;Vlaga 05;128;11.8.2017 15:00;40,8;0
WLT-02;Vlaga 06;129;11.8.2017 15:00;42;0
WLT-03;Vlaga 07;127;11.8.2017 15:00;45,1;0
WLT-03;Vlaga 08;128;11.8.2017 15:00;44,3;0
WLT-03;Vlaga 09;129;11.8.2017 15:00;41,9;0
WLT-04;Vlaga 10;127;11.8.2017 15:00;34,2;0
WLT-04;Vlaga 11;128;11.8.2017 15:00;40,2;0
WLT-04;Vlaga 12;129;11.8.2017 15:00;40,7;0
WLT-05;Vlaga 13;127;11.8.2017 15:00;42,4;0
WLT-05;Vlaga 14;128;11.8.2017 15:00;44,3;0
WLT-05;Vlaga 15;129;11.8.2017 15:00;42,5;0
WLT-06;Vlaga 16;127;11.8.2017 15:00;47,7;0
WLT-06;Vlaga 17;128;11.8.2017 15:00;44,7;0
WLT-06;Vlaga 18;129;11.8.2017 15:00;46,3;0
WLT-01;Vlaga 01;127;11.8.2017 16:00;44,8;0
WLT-01;Vlaga 02;128;11.8.2017 16:00;46,3;0
WLT-01;Vlaga 03;129;11.8.2017 16:00;43,9;0
WLT-02;Vlaga 04;127;11.8.2017 16:00;41,8;0
WLT-02;Vlaga 05;128;11.8.2017 16:00;40,6;0
WLT-02;Vlaga 06;129;11.8.2017 16:00;41,9;0
WLT-03;Vlaga 07;127;11.8.2017 16:00;45,1;0
WLT-03;Vlaga 08;128;11.8.2017 16:00;40,9;0
WLT-03;Vlaga 09;129;11.8.2017 16:00;41,8;0
WLT-04;Vlaga 10;127;11.8.2017 16:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 16:00;40;0
WLT-04;Vlaga 12;129;11.8.2017 16:00;40,6;0
WLT-05;Vlaga 13;127;11.8.2017 16:00;42,3;0
WLT-05;Vlaga 14;128;11.8.2017 16:00;40,9;0
WLT-05;Vlaga 15;129;11.8.2017 16:00;42,3;0
WLT-06;Vlaga 16;127;11.8.2017 16:00;47,6;0
WLT-06;Vlaga 17;128;11.8.2017 16:00;44,6;0
WLT-06;Vlaga 18;129;11.8.2017 16:00;46,3;0
WLT-01;Vlaga 01;127;11.8.2017 17:00;47,5;0
WLT-01;Vlaga 02;128;11.8.2017 17:00;46,2;0
WLT-01;Vlaga 03;129;11.8.2017 17:00;43,8;0
WLT-02;Vlaga 04;127;11.8.2017 17:00;41,8;0
WLT-02;Vlaga 05;128;11.8.2017 17:00;40,5;0
WLT-02;Vlaga 06;129;11.8.2017 17:00;41,8;0
WLT-03;Vlaga 07;127;11.8.2017 17:00;44,8;0
WLT-03;Vlaga 08;128;11.8.2017 17:00;40,8;0
WLT-03;Vlaga 09;129;11.8.2017 17:00;41,6;0
WLT-04;Vlaga 10;127;11.8.2017 17:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 17:00;43,1;0
WLT-04;Vlaga 12;129;11.8.2017 17:00;40,4;0
WLT-05;Vlaga 13;127;11.8.2017 17:00;42,3;0
WLT-05;Vlaga 14;128;11.8.2017 17:00;40,9;0
WLT-05;Vlaga 15;129;11.8.2017 17:00;41,8;0
WLT-06;Vlaga 16;127;11.8.2017 17:00;47,5;0
WLT-06;Vlaga 17;128;11.8.2017 17:00;44,4;0
WLT-06;Vlaga 18;129;11.8.2017 17:00;46,3;0
WLT-01;Vlaga 01;127;11.8.2017 18:00;44;0
WLT-01;Vlaga 02;128;11.8.2017 18:00;46,1;0
WLT-01;Vlaga 03;129;11.8.2017 18:00;43,7;0
WLT-02;Vlaga 04;127;11.8.2017 18:00;41,8;0
WLT-02;Vlaga 05;128;11.8.2017 18:00;40,4;0
WLT-02;Vlaga 06;129;11.8.2017 18:00;41,7;0
WLT-03;Vlaga 07;127;11.8.2017 18:00;47,9;0
WLT-03;Vlaga 08;128;11.8.2017 18:00;40,8;0
WLT-03;Vlaga 09;129;11.8.2017 18:00;44,6;0
WLT-04;Vlaga 10;127;11.8.2017 18:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 18:00;43;0
WLT-04;Vlaga 12;129;11.8.2017 18:00;40,3;0
WLT-05;Vlaga 13;127;11.8.2017 18:00;42,2;0
WLT-05;Vlaga 14;128;11.8.2017 18:00;40,9;0
WLT-05;Vlaga 15;129;11.8.2017 18:00;41,6;0
WLT-06;Vlaga 16;127;11.8.2017 18:00;47,4;0
WLT-06;Vlaga 17;128;11.8.2017 18:00;44,3;0
WLT-06;Vlaga 18;129;11.8.2017 18:00;46,1;0
WLT-01;Vlaga 01;127;11.8.2017 19:00;43,9;0
WLT-01;Vlaga 02;128;11.8.2017 19:00;45,9;0
WLT-01;Vlaga 03;129;11.8.2017 19:00;43,7;0
WLT-02;Vlaga 04;127;11.8.2017 19:00;41,7;0
WLT-02;Vlaga 05;128;11.8.2017 19:00;40,2;0
WLT-02;Vlaga 06;129;11.8.2017 19:00;41,7;0
WLT-03;Vlaga 07;127;11.8.2017 19:00;47,9;0
WLT-03;Vlaga 08;128;11.8.2017 19:00;40,6;0
WLT-03;Vlaga 09;129;11.8.2017 19:00;44,4;0
WLT-04;Vlaga 10;127;11.8.2017 19:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 19:00;42,9;0
WLT-04;Vlaga 12;129;11.8.2017 19:00;40,2;0
WLT-05;Vlaga 13;127;11.8.2017 19:00;42,1;0
WLT-05;Vlaga 14;128;11.8.2017 19:00;40,8;0
WLT-05;Vlaga 15;129;11.8.2017 19:00;41,6;0
WLT-06;Vlaga 16;127;11.8.2017 19:00;44,1;0
WLT-06;Vlaga 17;128;11.8.2017 19:00;44,2;0
WLT-06;Vlaga 18;129;11.8.2017 19:00;46,1;0
WLT-01;Vlaga 01;127;11.8.2017 20:00;43,7;0
WLT-01;Vlaga 02;128;11.8.2017 20:00;45,8;0
WLT-01;Vlaga 03;129;11.8.2017 20:00;43,4;0
WLT-02;Vlaga 04;127;11.8.2017 20:00;41,7;0
WLT-02;Vlaga 05;128;11.8.2017 20:00;40;0
WLT-02;Vlaga 06;129;11.8.2017 20:00;41,6;0
WLT-03;Vlaga 07;127;11.8.2017 20:00;47,8;0
WLT-03;Vlaga 08;128;11.8.2017 20:00;40,5;0
WLT-03;Vlaga 09;129;11.8.2017 20:00;44,2;0
WLT-04;Vlaga 10;127;11.8.2017 20:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 20:00;42,8;0
WLT-04;Vlaga 12;129;11.8.2017 20:00;40;0
WLT-05;Vlaga 13;127;11.8.2017 20:00;42,1;0
WLT-05;Vlaga 14;128;11.8.2017 20:00;40,8;0
WLT-05;Vlaga 15;129;11.8.2017 20:00;44,6;0
WLT-06;Vlaga 16;127;11.8.2017 20:00;44;0
WLT-06;Vlaga 17;128;11.8.2017 20:00;40,9;0
WLT-06;Vlaga 18;129;11.8.2017 20:00;46,1;0
WLT-01;Vlaga 01;127;11.8.2017 21:00;43,7;0
WLT-01;Vlaga 02;128;11.8.2017 21:00;42,5;0
WLT-01;Vlaga 03;129;11.8.2017 21:00;43,4;0
WLT-02;Vlaga 04;127;11.8.2017 21:00;41,7;0
WLT-02;Vlaga 05;128;11.8.2017 21:00;43,1;0
WLT-02;Vlaga 06;129;11.8.2017 21:00;41,6;0
WLT-03;Vlaga 07;127;11.8.2017 21:00;47,7;0
WLT-03;Vlaga 08;128;11.8.2017 21:00;40,4;0
WLT-03;Vlaga 09;129;11.8.2017 21:00;40,9;0
WLT-04;Vlaga 10;127;11.8.2017 21:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 21:00;42,7;0
WLT-04;Vlaga 12;129;11.8.2017 21:00;40;0
WLT-05;Vlaga 13;127;11.8.2017 21:00;42;0
WLT-05;Vlaga 14;128;11.8.2017 21:00;40,8;0
WLT-05;Vlaga 15;129;11.8.2017 21:00;44,4;0
WLT-06;Vlaga 16;127;11.8.2017 21:00;44;0
WLT-06;Vlaga 17;128;11.8.2017 21:00;40,8;0
WLT-06;Vlaga 18;129;11.8.2017 21:00;46,1;0
WLT-01;Vlaga 01;127;11.8.2017 22:00;43,6;0
WLT-01;Vlaga 02;128;11.8.2017 22:00;42,5;0
WLT-01;Vlaga 03;129;11.8.2017 22:00;43,3;0
WLT-02;Vlaga 04;127;11.8.2017 22:00;41,6;0
WLT-02;Vlaga 05;128;11.8.2017 22:00;43,1;0
WLT-02;Vlaga 06;129;11.8.2017 22:00;44,7;0
WLT-03;Vlaga 07;127;11.8.2017 22:00;47,6;0
WLT-03;Vlaga 08;128;11.8.2017 22:00;40,3;0
WLT-03;Vlaga 09;129;11.8.2017 22:00;40,8;0
WLT-04;Vlaga 10;127;11.8.2017 22:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 22:00;42,7;0
WLT-04;Vlaga 12;129;11.8.2017 22:00;43,1;0
WLT-05;Vlaga 13;127;11.8.2017 22:00;41,9;0
WLT-05;Vlaga 14;128;11.8.2017 22:00;40,6;0
WLT-05;Vlaga 15;129;11.8.2017 22:00;44,4;0
WLT-06;Vlaga 16;127;11.8.2017 22:00;43,9;0
WLT-06;Vlaga 17;128;11.8.2017 22:00;40,8;0
WLT-06;Vlaga 18;129;11.8.2017 22:00;46,1;0
WLT-01;Vlaga 01;127;11.8.2017 23:00;43,4;0
WLT-01;Vlaga 02;128;11.8.2017 23:00;42,4;0
WLT-01;Vlaga 03;129;11.8.2017 23:00;43,2;0
WLT-02;Vlaga 04;127;11.8.2017 23:00;41,6;0
WLT-02;Vlaga 05;128;11.8.2017 23:00;43;0
WLT-02;Vlaga 06;129;11.8.2017 23:00;44,7;0
WLT-03;Vlaga 07;127;11.8.2017 23:00;47,5;0
WLT-03;Vlaga 08;128;11.8.2017 23:00;40,3;0
WLT-03;Vlaga 09;129;11.8.2017 23:00;40,6;0
WLT-04;Vlaga 10;127;11.8.2017 23:00;34,1;0
WLT-04;Vlaga 11;128;11.8.2017 23:00;42,7;0
WLT-04;Vlaga 12;129;11.8.2017 23:00;43;0
WLT-05;Vlaga 13;127;11.8.2017 23:00;41,9;0
WLT-05;Vlaga 14;128;11.8.2017 23:00;40,6;0
WLT-05;Vlaga 15;129;11.8.2017 23:00;44,3;0
WLT-06;Vlaga 16;127;11.8.2017 23:00;43,8;0
WLT-06;Vlaga 17;128;11.8.2017 23:00;40,7;0
WLT-06;Vlaga 18;129;11.8.2017 23:00;42,5;0
WLT-01;Vlaga 01;127;11.9.2017 0:00;30,6;0
WLT-01;Vlaga 02;128;11.9.2017 0:00;28,9;0
WLT-01;Vlaga 03;129;11.9.2017 0:00;29,1;0
WLT-02;Vlaga 04;127;11.9.2017 0:00;30,6;0
WLT-02;Vlaga 05;128;11.9.2017 0:00;24,1;0
WLT-02;Vlaga 06;129;11.9.2017 0:00;27,4;0
WLT-03;Vlaga 07;127;11.9.2017 0:00;32;0
WLT-03;Vlaga 08;128;11.9.2017 0:00;32,5;0
WLT-03;Vlaga 09;129;11.9.2017 0:00;24,1;0
WLT-04;Vlaga 10;127;11.9.2017 0:00;33,5;0
WLT-04;Vlaga 11;128;11.9.2017 0:00;31,2;0
WLT-04;Vlaga 12;129;11.9.2017 0:00;33;0
WLT-05;Vlaga 13;127;11.9.2017 0:00;34,4;0
WLT-05;Vlaga 14;128;11.9.2017 0:00;37,9;0
WLT-05;Vlaga 15;129;11.9.2017 0:00;36,7;0
WLT-06;Vlaga 16;127;11.9.2017 0:00;36,6;0
WLT-06;Vlaga 17;128;11.9.2017 0:00;31;0
WLT-06;Vlaga 18;129;11.9.2017 0:00;30,6;0
WLT-01;Vlaga 01;127;11.9.2017 1:00;30,6;0
WLT-01;Vlaga 02;128;11.9.2017 1:00;28,9;0
WLT-01;Vlaga 03;129;11.9.2017 1:00;29,1;0
WLT-02;Vlaga 04;127;11.9.2017 1:00;30,6;0
WLT-02;Vlaga 05;128;11.9.2017 1:00;24,1;0
WLT-02;Vlaga 06;129;11.9.2017 1:00;27,4;0
